transcript_id,transcript_id,corpus_name,language,date,filename,target_child_name,target_child_age,target_child_sex,collection_name,pid,collection_id,corpus_id,target_child_id
25361,25361,Lara,eng,7/24/97,Eng-UK/Lara/Lara-Diary/030208.xml,Lara,38.26361938,female,Eng-UK,11312/c-00018154-1,12,224,15723
25362,25362,Lara,eng,7/25/97,Eng-UK/Lara/Lara-Diary/030209.xml,Lara,38.29647426,female,Eng-UK,11312/c-00018155-1,12,224,15723
25363,25363,Lara,eng,7/27/97,Eng-UK/Lara/Lara-Diary/030211.xml,Lara,38.36218403,female,Eng-UK,11312/c-00018157-1,12,224,15723
25364,25364,Lara,eng,7/26/97,Eng-UK/Lara/Lara-Diary/030210.xml,Lara,38.32932914,female,Eng-UK,11312/c-00018156-1,12,224,15723
25365,25365,Lara,eng,7/28/97,Eng-UK/Lara/Lara-Diary/030212.xml,Lara,38.39503891,female,Eng-UK,11312/c-00018158-1,12,224,15723
25366,25366,Lara,eng,7/29/97,Eng-UK/Lara/Lara-Diary/030213.xml,Lara,38.4278938,female,Eng-UK,11312/c-00018159-1,12,224,15723
25367,25367,Lara,eng,7/31/97,Eng-UK/Lara/Lara-Diary/030215.xml,Lara,38.49360356,female,Eng-UK,11312/c-00018161-1,12,224,15723
25368,25368,Lara,eng,8/1/97,Eng-UK/Lara/Lara-Diary/030216.xml,Lara,38.52645845,female,Eng-UK,11312/c-00018162-1,12,224,15723
25369,25369,Lara,eng,7/30/97,Eng-UK/Lara/Lara-Diary/030214.xml,Lara,38.46074868,female,Eng-UK,11312/c-00018160-1,12,224,15723
25370,25370,Lara,eng,8/6/97,Eng-UK/Lara/Lara-Diary/030221.xml,Lara,38.69073287,female,Eng-UK,11312/c-00018163-1,12,224,15723
25371,25371,Lara,eng,8/7/97,Eng-UK/Lara/Lara-Diary/030222.xml,Lara,38.72358775,female,Eng-UK,11312/c-00018164-1,12,224,15723
25372,25372,Lara,eng,8/8/97,Eng-UK/Lara/Lara-Diary/030223.xml,Lara,38.75644264,female,Eng-UK,11312/c-00018165-1,12,224,15723
25373,25373,Lara,eng,8/9/97,Eng-UK/Lara/Lara-Diary/030224.xml,Lara,38.78929752,female,Eng-UK,11312/c-00018166-1,12,224,15723
25374,25374,Lara,eng,8/11/97,Eng-UK/Lara/Lara-Diary/030226.xml,Lara,38.85500729,female,Eng-UK,11312/c-00018167-1,12,224,15723
25375,25375,Lara,eng,8/12/97,Eng-UK/Lara/Lara-Diary/030227.xml,Lara,38.88786217,female,Eng-UK,11312/c-00018168-1,12,224,15723
25376,25376,Lara,eng,8/14/97,Eng-UK/Lara/Lara-Diary/030229.xml,Lara,38.95357194,female,Eng-UK,11312/c-00018170-1,12,224,15723
25377,25377,Lara,eng,8/13/97,Eng-UK/Lara/Lara-Diary/030228.xml,Lara,38.92071706,female,Eng-UK,11312/c-00018169-1,12,224,15723
25378,25378,Lara,eng,8/15/97,Eng-UK/Lara/Lara-Diary/030230.xml,Lara,38.98642683,female,Eng-UK,11312/c-00018171-1,12,224,15723
25379,25379,Lara,eng,8/16/97,Eng-UK/Lara/Lara-Diary/030300.xml,Lara,39.00080084,female,Eng-UK,11312/c-00018172-1,12,224,15723
25380,25380,Lara,eng,8/18/97,Eng-UK/Lara/Lara-Diary/030302.xml,Lara,39.06651061,female,Eng-UK,11312/c-00018173-1,12,224,15723
25381,25381,Lara,eng,8/20/97,Eng-UK/Lara/Lara-Diary/030304.xml,Lara,39.13222037,female,Eng-UK,11312/c-00018174-1,12,224,15723
25382,25382,Lara,eng,8/21/97,Eng-UK/Lara/Lara-Diary/030305.xml,Lara,39.16507526,female,Eng-UK,11312/c-00018175-1,12,224,15723
25383,25383,Lara,eng,8/22/97,Eng-UK/Lara/Lara-Diary/030306.xml,Lara,39.19793014,female,Eng-UK,11312/c-00018176-1,12,224,15723
25384,25384,Lara,eng,8/23/97,Eng-UK/Lara/Lara-Diary/030307.xml,Lara,39.23078503,female,Eng-UK,11312/c-00018177-1,12,224,15723
25385,25385,Lara,eng,8/25/97,Eng-UK/Lara/Lara-Diary/030309.xml,Lara,39.29649479,female,Eng-UK,11312/c-00018178-1,12,224,15723
25386,25386,Lara,eng,8/26/97,Eng-UK/Lara/Lara-Diary/030310.xml,Lara,39.32934968,female,Eng-UK,11312/c-00018179-1,12,224,15723
25387,25387,Lara,eng,8/27/97,Eng-UK/Lara/Lara-Diary/030311.xml,Lara,39.36220456,female,Eng-UK,11312/c-00018180-1,12,224,15723
25388,25388,Lara,eng,9/6/97,Eng-UK/Lara/Lara-Diary/030321.xml,Lara,39.6907534,female,Eng-UK,11312/c-00018181-1,12,224,15723
25389,25389,Lara,eng,9/14/97,Eng-UK/Lara/Lara-Diary/030329.xml,Lara,39.95359248,female,Eng-UK,11312/c-00018182-1,12,224,15723
25390,25390,Lara,eng,9/15/97,Eng-UK/Lara/Lara-Diary/030330.xml,Lara,39.98644736,female,Eng-UK,11312/c-00018183-1,12,224,15723
25391,25391,Belfast,eng,6/13/96,Eng-UK/Belfast/Barbara/021028.xml,Barbara,34.92063492,female,Eng-UK,11312/c-00018982-1,12,225,15735
25392,25392,Belfast,eng,9/4/97,Eng-UK/Belfast/Barbara/040118.xml,Barbara,49.59239409,female,Eng-UK,11312/c-00018990-1,12,225,15735
25393,25393,Belfast,eng,10/17/96,Eng-UK/Belfast/Barbara/030303.xml,Barbara,39.09936549,female,Eng-UK,11312/c-00018984-1,12,225,15735
25394,25394,Belfast,eng,9/19/95,Eng-UK/Belfast/Conor/030814.xml,Conor,44.46087189,male,Eng-UK,11312/c-00018991-1,12,225,15739
25395,25395,Belfast,eng,11/23/95,Eng-UK/Belfast/Barbara/020409.xml,Barbara,28.29626892,female,Eng-UK,11312/c-00018977-1,12,225,15735
25396,25396,Belfast,eng,12/7/95,Eng-UK/Belfast/Barbara/030420.xml,Barbara,40.65791905,female,Eng-UK,11312/c-00018978-1,12,225,15735
25397,25397,Belfast,eng,10/1/95,Eng-UK/Belfast/Conor/030827.xml,Conor,44.88798538,male,Eng-UK,11312/c-00018992-1,12,225,15739
25398,25398,Belfast,eng,4/26/96,Eng-UK/Belfast/Barbara/020912.xml,Barbara,33.39493624,female,Eng-UK,11312/c-00018981-1,12,225,15735
25399,25399,Belfast,eng,2/22/96,Eng-UK/Belfast/Barbara/020708.xml,Barbara,31.26347564,female,Eng-UK,11312/c-00018980-1,12,225,15735
25400,25400,Belfast,eng,1/23/97,Eng-UK/Belfast/Barbara/030609.xml,Barbara,42.2965564,female,Eng-UK,11312/c-00018986-1,12,225,15735
25401,25401,Belfast,eng,10/3/96,Eng-UK/Belfast/Barbara/030219.xml,Barbara,38.6250231,female,Eng-UK,11312/c-00018983-1,12,225,15735
25402,25402,Belfast,eng,2/27/97,Eng-UK/Belfast/Barbara/030713.xml,Barbara,43.42799647,female,Eng-UK,11312/c-00018987-1,12,225,15735
25403,25403,Belfast,eng,4/24/97,Eng-UK/Belfast/Barbara/030910.xml,Barbara,45.32947288,female,Eng-UK,11312/c-00018988-1,12,225,15735
25404,25404,Belfast,eng,12/19/96,Eng-UK/Belfast/Barbara/030505.xml,Barbara,41.16511633,female,Eng-UK,11312/c-00018985-1,12,225,15735
25405,25405,Belfast,eng,2/1/96,Eng-UK/Belfast/Barbara/020616.xml,Barbara,30.52629417,female,Eng-UK,11312/c-00018979-1,12,225,15735
25406,25406,Belfast,eng,6/19/97,Eng-UK/Belfast/Barbara/031105.xml,Barbara,47.16523953,female,Eng-UK,11312/c-00018989-1,12,225,15735
25407,25407,Belfast,eng,10/9/95,Eng-UK/Belfast/Conor/030904.xml,Conor,45.13234358,male,Eng-UK,11312/c-00018993-1,12,225,15739
25408,25408,Belfast,eng,11/15/95,Eng-UK/Belfast/Conor/031010.xml,Conor,46.32949342,male,Eng-UK,11312/c-00018994-1,12,225,15739
25409,25409,Belfast,eng,11/27/92,Eng-UK/Belfast/Conor/031022.xml,Conor,46.72375203,male,Eng-UK,11312/c-00018995-1,12,225,15739
25410,25410,Belfast,eng,1/15/96,Eng-UK/Belfast/Conor/040010.xml,Conor,48.32953449,male,Eng-UK,11312/c-00018996-1,12,225,15739
25411,25411,Belfast,eng,1/29/96,Eng-UK/Belfast/Conor/040024a.xml,Conor,48.78950286,male,Eng-UK,11312/c-00018997-1,12,225,15739
25412,25412,Belfast,eng,1/29/96,Eng-UK/Belfast/Conor/040024b.xml,Conor,48.78950286,male,Eng-UK,11312/c-00019003-1,12,225,15739
25413,25413,Belfast,eng,2/26/96,Eng-UK/Belfast/Conor/040121.xml,Conor,49.69095875,male,Eng-UK,11312/c-00018998-1,12,225,15739
25414,25414,Belfast,eng,3/25/96,Eng-UK/Belfast/Conor/040220.xml,Conor,50.6581244,male,Eng-UK,11312/c-00018999-1,12,225,15739
25415,25415,Belfast,eng,4/22/96,Eng-UK/Belfast/Conor/040317.xml,Conor,51.55958028,male,Eng-UK,11312/c-00019000-1,12,225,15739
25416,25416,Belfast,eng,7/10/96,Eng-UK/Belfast/Conor/040605.xml,Conor,54.16538327,male,Eng-UK,11312/c-00019004-1,12,225,15739
25417,25417,Belfast,eng,1/8/96,Eng-UK/Belfast/Courtney/030400.xml,Courtney,40.00082137,female,Eng-UK,11312/c-00019005-1,12,225,15751
25418,25418,Belfast,eng,6/24/96,Eng-UK/Belfast/Conor/040522.xml,Conor,53.72389577,male,Eng-UK,11312/c-00019002-1,12,225,15739
25419,25419,Belfast,eng,5/20/96,Eng-UK/Belfast/Conor/040415.xml,Christian,52.49389104,male,Eng-UK,11312/c-00019001-1,12,225,15755
25420,25420,Belfast,eng,3/5/96,Eng-UK/Belfast/Courtney/030525.xml,Courtney,41.82221401,female,Eng-UK,11312/c-00019006-1,12,225,15751
25421,25421,Belfast,eng,5/2/96,Eng-UK/Belfast/Courtney/030724.xml,Courtney,43.78940019,female,Eng-UK,11312/c-00019008-1,12,225,15751
25422,25422,Belfast,eng,3/26/96,Eng-UK/Belfast/Courtney/030618.xml,Courtney,42.59225035,female,Eng-UK,11312/c-00019007-1,12,225,15751
25423,25423,Belfast,eng,6/12/96,Eng-UK/Belfast/Courtney/030904.xml,Courtney,45.13234358,female,Eng-UK,11312/c-00019009-1,12,225,15751
25424,25424,Belfast,eng,8/8/96,Eng-UK/Belfast/Courtney/031100.xml,Courtney,47.00096511,female,Eng-UK,11312/c-00019010-1,12,225,15751
25425,25425,Belfast,eng,9/25/95,Eng-UK/Belfast/David/020003.xml,David,24.09905748,NA,Eng-UK,11312/c-00019012-1,12,225,15758
25426,25426,Belfast,eng,9/19/96,Eng-UK/Belfast/Courtney/040011.xml,Courtney,48.36238937,female,Eng-UK,11312/c-00019011-1,12,225,15751
25427,25427,Belfast,eng,10/2/95,Eng-UK/Belfast/David/020010.xml,David,24.32904166,NA,Eng-UK,11312/c-00019013-1,12,225,15758
25428,25428,Belfast,eng,10/23/95,Eng-UK/Belfast/David/020101.xml,David,25.03336824,NA,Eng-UK,11312/c-00019014-1,12,225,15758
25429,25429,Belfast,eng,11/13/95,Eng-UK/Belfast/David/020122.xml,David,25.72332081,NA,Eng-UK,11312/c-00019015-1,12,225,15758
25430,25430,Belfast,eng,12/11/95,Eng-UK/Belfast/David/020219.xml,David,26.62477669,NA,Eng-UK,11312/c-00019016-1,12,225,15758
25431,25431,Belfast,eng,5/13/96,Eng-UK/Belfast/David/020721.xml,David,31.69058913,NA,Eng-UK,11312/c-00019017-1,12,225,15758
25432,25432,Belfast,eng,6/17/96,Eng-UK/Belfast/David/020824.xml,David,32.78917432,NA,Eng-UK,11312/c-00019018-1,12,225,15758
25433,25433,Belfast,eng,9/24/96,Eng-UK/Belfast/David/030002.xml,David,36.066449,NA,Eng-UK,11312/c-00019019-1,12,225,15758
25434,25434,Belfast,eng,1/16/97,Eng-UK/Belfast/David/030325.xml,David,39.82217294,NA,Eng-UK,11312/c-00019020-1,12,225,15758
25435,25435,Belfast,eng,3/18/97,Eng-UK/Belfast/David/030524.xml,David,41.78935912,NA,Eng-UK,11312/c-00019021-1,12,225,15758
25436,25436,Belfast,eng,6/2/97,Eng-UK/Belfast/David/030811.xml,David,44.36230723,NA,Eng-UK,11312/c-00019022-1,12,225,15758
25437,25437,Belfast,eng,9/2/97,Eng-UK/Belfast/David/031111.xml,David,47.36236884,NA,Eng-UK,11312/c-00019023-1,12,225,15758
25438,25438,Belfast,eng,10/20/97,Eng-UK/Belfast/David/040028.xml,David,48.9209224,NA,Eng-UK,11312/c-00019024-1,12,225,15758
25439,25439,Belfast,eng,11/25/97,Eng-UK/Belfast/David/040203.xml,David,50.09959137,NA,Eng-UK,11312/c-00019025-1,12,225,15758
25440,25440,Belfast,eng,11/12/96,Eng-UK/Belfast/John/030529.xml,Johnny,41.95363354,male,Eng-UK,11312/c-00019026-1,12,225,15767
25441,25441,Belfast,eng,12/10/96,Eng-UK/Belfast/John/030611.xml,Johnny,42.36226617,male,Eng-UK,11312/c-00019027-1,12,225,15767
25442,25442,Belfast,eng,1/28/97,Eng-UK/Belfast/John/030730.xml,Jamie,43.9865295,male,Eng-UK,11312/c-00019028-1,12,225,15771
25443,25443,Belfast,eng,3/11/97,Eng-UK/Belfast/John/030911.xml,Johnny,45.36232777,male,Eng-UK,11312/c-00019029-1,12,225,15767
25444,25444,Belfast,eng,4/22/97,Eng-UK/Belfast/John/031024.xml,Johnny,46.7894618,male,Eng-UK,11312/c-00019030-1,12,225,15767
25445,25445,Belfast,eng,6/10/97,Eng-UK/Belfast/John/040012.xml,Johnny,48.39524426,male,Eng-UK,11312/c-00019031-1,12,225,15767
25446,25446,Belfast,eng,12/4/95,Eng-UK/Belfast/Michelle/020428.xml,Michelle,28.92051171,female,Eng-UK,11312/c-00019033-1,12,225,15774
25447,25447,Belfast,eng,9/30/97,Eng-UK/Belfast/John/040401.xml,Johnny,52.03392267,male,Eng-UK,11312/c-00019032-1,12,225,15767
25448,25448,Belfast,eng,2/26/96,Eng-UK/Belfast/Michelle/020720.xml,Michelle,31.65773425,female,Eng-UK,11312/c-00019034-1,12,225,15774
25449,25449,Belfast,eng,3/4/96,Eng-UK/Belfast/Michelle/020726.xml,Michelle,31.85486355,female,Eng-UK,11312/c-00019035-1,12,225,15774
25450,25450,Belfast,eng,5/20/96,Eng-UK/Belfast/Michelle/021014.xml,Michelle,34.46066654,female,Eng-UK,11312/c-00019036-1,12,225,15774
25451,25451,Belfast,eng,NA,Eng-UK/Belfast/Michelle/021026.xml,Michelle,34.85492515,female,Eng-UK,11312/c-00019046-1,12,225,15774
25452,25452,Belfast,eng,6/10/96,Eng-UK/Belfast/Michelle/021104.xml,Michelle,35.13213824,female,Eng-UK,11312/c-00019037-1,12,225,15774
25453,25453,Belfast,eng,9/2/96,Eng-UK/Belfast/Michelle/030127.xml,Michelle,37.88784164,female,Eng-UK,11312/c-00019038-1,12,225,15774
25454,25454,Belfast,eng,10/31/96,Eng-UK/Belfast/Michelle/030325.xml,Michelle,39.82217294,female,Eng-UK,11312/c-00019039-1,12,225,15774
25455,25455,Belfast,eng,1/27/97,Eng-UK/Belfast/Michelle/030621.xml,Michelle,42.69081501,female,Eng-UK,11312/c-00019040-1,12,225,15774
25456,25456,Belfast,eng,3/3/97,Eng-UK/Belfast/Michelle/031021.xml,Michelle,46.69089714,female,Eng-UK,11312/c-00019041-1,12,225,15774
25457,25457,Belfast,eng,4/28/97,Eng-UK/Belfast/Michelle/031022.xml,Michelle,46.72375203,female,Eng-UK,11312/c-00019042-1,12,225,15774
25458,25458,Belfast,eng,6/16/97,Eng-UK/Belfast/Michelle/031110.xml,Michelle,47.32951395,female,Eng-UK,11312/c-00019043-1,12,225,15774
25459,25459,Belfast,eng,10/1/97,Eng-UK/Belfast/Michelle/040225.xml,Michelle,50.82239882,female,Eng-UK,11312/c-00019044-1,12,225,15774
25460,25460,Belfast,eng,12/4/95,Eng-UK/Belfast/Rachel/020525.xml,Rachel,29.8219676,female,Eng-UK,11312/c-00019047-1,12,225,15783
25461,25461,Belfast,eng,11/25/97,Eng-UK/Belfast/Michelle/040419.xml,Michelle,52.62531058,female,Eng-UK,11312/c-00019045-1,12,225,15774
25462,25462,Belfast,eng,12/19/95,Eng-UK/Belfast/Rachel/020610.xml,Rhiannon,30.32916487,female,Eng-UK,11312/c-00019048-1,12,225,15786
25463,25463,Belfast,eng,2/1/96,Eng-UK/Belfast/Rachel/020727.xml,Rachel,31.88771843,female,Eng-UK,11312/c-00019049-1,12,225,15783
25464,25464,Belfast,eng,3/5/96,Eng-UK/Belfast/Rachel/020830.xml,Rachel,32.98630362,female,Eng-UK,11312/c-00019050-1,12,225,15783
25465,25465,Belfast,eng,2/7/96,Eng-UK/Belfast/Rachel/020902.xml,Rachel,33.0663874,female,Eng-UK,11312/c-00019051-1,12,225,15783
25466,25466,Belfast,eng,3/25/96,Eng-UK/Belfast/Rachel/020916.xml,Rachel,33.52635578,female,Eng-UK,11312/c-00019052-1,12,225,15783
25467,25467,Belfast,eng,5/9/96,Eng-UK/Belfast/Rachel/021100.xml,Rachel,35.0007187,female,Eng-UK,11312/c-00019053-1,12,225,15783
25468,25468,Belfast,eng,6/5/96,Eng-UK/Belfast/Rachel/021127.xml,NA,NA,NA,Eng-UK,11312/c-00019054-1,12,225,15790
25469,25469,Belfast,eng,8/6/96,Eng-UK/Belfast/Rachel/030203.xml,Rachel,38.09934496,female,Eng-UK,11312/c-00019055-1,12,225,15783
25470,25470,Belfast,eng,10/3/95,Eng-UK/Belfast/Stuart/030512.xml,Stuart,41.39510052,male,Eng-UK,11312/c-00019056-1,12,225,15793
25471,25471,Belfast,eng,11/5/95,Eng-UK/Belfast/Stuart/030624.xml,Stuart,42.78937966,male,Eng-UK,11312/c-00019057-1,12,225,15793
25472,25472,Belfast,eng,12/11/95,Eng-UK/Belfast/Stuart/030720.xml,Stuart,43.65798066,male,Eng-UK,11312/c-00019058-1,12,225,15793
25473,25473,Belfast,eng,1/17/96,Eng-UK/Belfast/Stuart/030826.xml,Stuart,44.8551305,male,Eng-UK,11312/c-00019064-1,12,225,15793
25474,25474,Belfast,eng,1/23/96,Eng-UK/Belfast/Stuart/031002.xml,Stuart,46.06665435,male,Eng-UK,11312/c-00019059-1,12,225,15793
25475,25475,Belfast,eng,3/4/96,Eng-UK/Belfast/Stuart/031014.xml,Stuart,46.46091296,male,Eng-UK,11312/c-00019060-1,12,225,15793
25476,25476,Belfast,eng,3/9/96,Eng-UK/Belfast/Stuart/031016.xml,Stuart,46.52662272,male,Eng-UK,11312/c-00019065-1,12,225,15793
25477,25477,Belfast,eng,5/27/96,Eng-UK/Belfast/Stuart/040106.xml,Stuart,49.19813549,male,Eng-UK,11312/c-00019061-1,12,225,15793
25478,25478,Belfast,eng,8/22/96,Eng-UK/Belfast/Stuart/040401.xml,Stuart,52.03392267,male,Eng-UK,11312/c-00019062-1,12,225,15793
25479,25479,Belfast,eng,8/25/96,Eng-UK/Belfast/Stuart/040404.xml,Stuart,52.13248732,male,Eng-UK,11312/c-00019066-1,12,225,15793
25480,25480,Belfast,eng,9/25/96,Eng-UK/Belfast/Stuart/040504.xml,Stuart,53.13250785,male,Eng-UK,11312/c-00019063-1,12,225,15793
25917,25917,Jakarta,eng,NA,Indonesian/Jakarta/hiz/010716.xml,NA,NA,NA,EastAsian,11312/a-00011797-1,14,230,16108
25918,25918,Jakarta,eng,NA,Indonesian/Jakarta/hiz/010802.xml,NA,NA,NA,EastAsian,11312/a-00011798-1,14,230,16108
25922,25922,Jakarta,eng,NA,Indonesian/Jakarta/hiz/011005.xml,NA,NA,NA,EastAsian,11312/a-00011799-1,14,230,16108
26030,26030,Jakarta,eng,NA,Indonesian/Jakarta/hiz/050121.xml,NA,NA,NA,EastAsian,11312/a-00011800-1,14,230,16108
26061,26061,Jakarta,eng,NA,Indonesian/Jakarta/hiz/051120.xml,NA,NA,NA,EastAsian,11312/a-00011801-1,14,230,16108
26067,26067,Jakarta,eng,NA,Indonesian/Jakarta/ido/030610.xml,NA,NA,NA,EastAsian,11312/a-00011760-1,14,230,16108
26068,26068,Jakarta,eng,NA,Indonesian/Jakarta/ido/030617.xml,NA,NA,NA,EastAsian,11312/a-00011761-1,14,230,16108
26160,26160,Jakarta,eng,NA,Indonesian/Jakarta/ido/060527.xml,NA,NA,NA,EastAsian,11312/a-00011762-1,14,230,16108
26161,26161,Jakarta,eng,NA,Indonesian/Jakarta/lar/016-lar.xml,NA,NA,NA,EastAsian,11312/a-00011763-1,14,230,16108
26162,26162,Jakarta,eng,NA,Indonesian/Jakarta/lar/018-lar.xml,NA,NA,NA,EastAsian,11312/a-00011764-1,14,230,16108
26189,26189,Jakarta,eng,NA,Indonesian/Jakarta/lar/030604.xml,NA,NA,NA,EastAsian,11312/a-00011765-1,14,230,16108
26263,26263,Jakarta,eng,NA,Indonesian/Jakarta/lar/050412.xml,NA,NA,NA,EastAsian,11312/a-00011766-1,14,230,16108
26274,26274,Jakarta,eng,NA,Indonesian/Jakarta/lar/050725.xml,NA,NA,NA,EastAsian,11312/a-00011767-1,14,230,16108
26275,26275,Jakarta,eng,NA,Indonesian/Jakarta/lar/050826.xml,NA,NA,NA,EastAsian,11312/a-00011768-1,14,230,16108
26284,26284,Jakarta,eng,NA,Indonesian/Jakarta/lar/051110.xml,NA,NA,NA,EastAsian,11312/a-00011769-1,14,230,16108
26298,26298,Jakarta,eng,NA,Indonesian/Jakarta/mic/002-mic.xml,NA,NA,NA,EastAsian,11312/a-00011770-1,14,230,16108
26388,26388,Jakarta,eng,NA,Indonesian/Jakarta/pit/040519.xml,NA,NA,NA,EastAsian,11312/a-00011771-1,14,230,16108
26458,26458,Jakarta,eng,NA,Indonesian/Jakarta/pit/060815.xml,NA,NA,NA,EastAsian,11312/a-00011772-1,14,230,16108
26460,26460,Jakarta,eng,NA,Indonesian/Jakarta/pit/060829.xml,NA,NA,NA,EastAsian,11312/a-00011773-1,14,230,16108
26465,26465,Jakarta,eng,NA,Indonesian/Jakarta/pit/061009.xml,NA,NA,NA,EastAsian,11312/a-00011774-1,14,230,16108
26509,26509,Jakarta,eng,NA,Indonesian/Jakarta/pit/080121.xml,NA,NA,NA,EastAsian,11312/a-00011775-1,14,230,16108
26512,26512,Jakarta,eng,NA,Indonesian/Jakarta/pit/080302.xml,NA,NA,NA,EastAsian,11312/a-00011776-1,14,230,16108
26513,26513,Jakarta,eng,NA,Indonesian/Jakarta/pit/080308.xml,NA,NA,NA,EastAsian,11312/a-00011777-1,14,230,16108
26537,26537,Jakarta,eng,NA,Indonesian/Jakarta/pri/007-pri.xml,NA,NA,NA,EastAsian,11312/a-00011778-1,14,230,16108
26538,26538,Jakarta,eng,NA,Indonesian/Jakarta/pri/008-pri.xml,NA,NA,NA,EastAsian,11312/a-00011779-1,14,230,16108
26539,26539,Jakarta,eng,NA,Indonesian/Jakarta/pri/009-pri.xml,NA,NA,NA,EastAsian,11312/a-00011780-1,14,230,16108
26654,26654,Jakarta,eng,NA,Indonesian/Jakarta/pri/050419.xml,NA,NA,NA,EastAsian,11312/a-00011781-1,14,230,16108
26660,26660,Jakarta,eng,NA,Indonesian/Jakarta/pri/050708.xml,NA,NA,NA,EastAsian,11312/a-00011782-1,14,230,16108
26663,26663,Jakarta,eng,NA,Indonesian/Jakarta/pri/050724.xml,NA,NA,NA,EastAsian,11312/a-00011783-1,14,230,16108
26673,26673,Jakarta,eng,NA,Indonesian/Jakarta/pri/051114.xml,NA,NA,NA,EastAsian,11312/a-00011784-1,14,230,16108
26674,26674,Jakarta,eng,NA,Indonesian/Jakarta/pri/060000.xml,NA,NA,NA,EastAsian,11312/a-00011785-1,14,230,16108
26677,26677,Jakarta,eng,NA,Indonesian/Jakarta/pri/060030.xml,NA,NA,NA,EastAsian,11312/a-00011786-1,14,230,16108
26678,26678,Jakarta,eng,NA,Indonesian/Jakarta/ris/010924.xml,NA,NA,NA,EastAsian,11312/a-00011787-1,14,230,16108
26679,26679,Jakarta,eng,NA,Indonesian/Jakarta/ris/011006.xml,NA,NA,NA,EastAsian,11312/a-00011788-1,14,230,16108
26742,26742,Jakarta,eng,NA,Indonesian/Jakarta/ris/032-ris.xml,NA,NA,NA,EastAsian,11312/a-00011789-1,14,230,16108
26743,26743,Jakarta,eng,NA,Indonesian/Jakarta/ris/033-ris.xml,NA,NA,NA,EastAsian,11312/a-00011790-1,14,230,16108
26744,26744,Jakarta,eng,NA,Indonesian/Jakarta/ris/034-ris.xml,NA,NA,NA,EastAsian,11312/a-00011791-1,14,230,16108
26745,26745,Jakarta,eng,NA,Indonesian/Jakarta/ris/035-ris.xml,NA,NA,NA,EastAsian,11312/a-00011792-1,14,230,16108
26746,26746,Jakarta,eng,NA,Indonesian/Jakarta/ris/036-ris.xml,NA,NA,NA,EastAsian,11312/a-00011793-1,14,230,16108
26747,26747,Jakarta,eng,NA,Indonesian/Jakarta/ris/037-ris.xml,NA,NA,NA,EastAsian,11312/a-00011794-1,14,230,16108
26748,26748,Jakarta,eng,NA,Indonesian/Jakarta/ris/038-ris.xml,NA,NA,NA,EastAsian,11312/a-00011795-1,14,230,16108
26926,26926,Jakarta,eng,NA,Indonesian/Jakarta/tim/040414.xml,NA,NA,NA,EastAsian,11312/a-00011796-1,14,230,16108
27197,27197,CRSLP,eng,NA,Thai/CRSLP/18/020000a.xml,NA,NA,NA,EastAsian,11312/a-00011758-1,14,231,16658
27198,27198,CRSLP,eng,NA,Thai/CRSLP/18/020000b.xml,NA,NA,NA,EastAsian,11312/a-00011759-1,14,231,16658
28432,28432,Caroline,eng,NA,German/Caroline/010231.xml,NA,NA,NA,German,11312/a-00013523-1,16,246,17780
28464,28464,Caroline,eng,NA,German/Caroline/010925.xml,NA,NA,NA,German,11312/a-00013524-1,16,246,17780
28507,28507,Caroline,eng,NA,German/Caroline/020111.xml,NA,NA,NA,German,11312/a-00013525-1,16,246,17780
28530,28530,Caroline,eng,NA,German/Caroline/020230.xml,NA,NA,NA,German,11312/a-00013526-1,16,246,17780
28544,28544,Caroline,eng,NA,German/Caroline/020401.xml,NA,NA,NA,German,11312/a-00013527-1,16,246,17780
28574,28574,Caroline,eng,NA,German/Caroline/020531.xml,NA,NA,NA,German,11312/a-00013528-1,16,246,17780
28589,28589,Caroline,eng,NA,German/Caroline/020630.xml,NA,NA,NA,German,11312/a-00013529-1,16,246,17780
28609,28609,Caroline,eng,NA,German/Caroline/020730.xml,NA,NA,NA,German,11312/a-00013530-1,16,246,17780
28658,28658,Caroline,eng,NA,German/Caroline/030330.xml,NA,NA,NA,German,11312/a-00013531-1,16,246,17780
28659,28659,Caroline,eng,NA,German/Caroline/030331.xml,NA,NA,NA,German,11312/a-00013532-1,16,246,17780
29384,29384,Leo,eng,NA,Password/Leo/011113_14.xml,NA,NA,NA,German,11312/a-00013509-1,16,251,18306
29385,29385,Leo,eng,NA,Password/Leo/011115.xml,NA,NA,NA,German,11312/a-00013510-1,16,251,18306
29386,29386,Leo,eng,NA,Password/Leo/011116.xml,NA,NA,NA,German,11312/a-00013511-1,16,251,18306
29387,29387,Leo,eng,NA,Password/Leo/011117.xml,NA,NA,NA,German,11312/a-00013512-1,16,251,18306
29763,29763,Leo,eng,NA,Password/Leo/030000.xml,NA,NA,NA,German,11312/a-00013513-1,16,251,18306
29893,29893,Rigol,eng,NA,Password/Rigol/Corinna/010220.xml,NA,NA,NA,German,11312/a-00013519-1,16,252,18334
29908,29908,Rigol,eng,NA,Password/Rigol/Corinna/011108a.xml,NA,NA,NA,German,11312/a-00013520-1,16,252,18334
29909,29909,Rigol,eng,NA,Password/Rigol/Corinna/011108b.xml,NA,NA,NA,German,11312/a-00013521-1,16,252,18334
